,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-08-20.out.34,1.0,0.3996942,0.3980497,0.4029831,0.3914718,0.419428,0.4013387,0.419428,0.4210724,0.4309393,0.4424507,0.4375173,0.4243614,0.4112055,0.3947607,0.3931162,0.371738,0.3372039,0.3372039,0.2993808,0.2878694,0.2878694,0.3191146,0.3470708,0.3881828,0.3931162,0.3980497,0.4473841,0.4260059,0.4062721,0.4062721,0.4391617,0.4309393,0.4342283,0.4177835,0.4062721,0.416139,0.4079166,0.3980497,0.3816049,0.3816049,0.3832494,0.3848938,0.3996942,0.4243614,0.4260059,0.4375173,0.4309393,0.4112055,0.4046276,0.3964052,0.3980497,0.3898273,0.3980497,0.3898273,0.3865383,0.3931162,0.4046276,0.4029831,0.3816049,0.3947607,0.3635156,0.3865383,0.3996942,0.3980497
2020-08-20.out.35,1.0,0.3750269,0.3799604,0.4029831,0.4062721,0.3848938,0.3816049,0.3996942,0.4210724,0.4276504,0.4260059,0.4260059,0.416139,0.4391617,0.4408062,0.4440952,0.4227169,0.4440952,0.4621845,0.4539621,0.4556066,0.4736959,0.4704069,0.457251,0.4506731,0.4490286,0.4260059,0.3947607,0.3865383,0.4013387,0.4457397,0.4934296,0.4852072,0.4917852,0.4868517,0.4753403,0.4720514,0.4687624,0.4556066,0.4835628,0.4523176,0.4539621,0.4621845,0.4588955,0.463829,0.4539621,0.4556066,0.4671179,0.46054,0.463829,0.457251,0.457251,0.4556066,0.4440952,0.4490286,0.4523176,0.4391617,0.4243614,0.4210724,0.4260059,0.4210724,0.4473841,0.4457397,0.4424507,0.4375173
2020-08-20.out.36,1.0,0.4440952,0.4424507,0.4342283,0.4375173,0.419428,0.4079166,0.4276504,0.4408062,0.4391617,0.4177835,0.4375173,0.4276504,0.4276504,0.4358728,0.4177835,0.4112055,0.4062721,0.4029831,0.4473841,0.4490286,0.4243614,0.4029831,0.3947607,0.4342283,0.3996942,0.4029831,0.4440952,0.4342283,0.457251,0.4144945,0.4292948,0.4473841,0.4276504,0.4210724,0.4391617,0.4457397,0.4342283,0.4556066,0.4556066,0.457251,0.46054,0.4539621,0.4490286,0.4391617,0.4490286,0.4325838,0.41285,0.4210724,0.4046276,0.41285,0.4079166,0.3964052,0.41285,0.4210724,0.4276504,0.4342283,0.4342283,0.4457397,0.4276504,0.416139,0.4210724,0.419428,0.4210724,0.4243614
2020-08-20.out.37,1.0,0.4325838,0.4375173,0.4342283,0.4424507,0.4440952,0.4506731,0.4440952,0.4473841,0.4556066,0.4490286,0.4342283,0.4408062,0.4408062,0.4424507,0.4375173,0.4588955,0.4424507,0.4539621,0.4260059,0.4473841,0.4342283,0.4227169,0.4391617,0.4210724,0.4062721,0.3881828,0.371738,0.3848938,0.3931162,0.4144945,0.4506731,0.4112055,0.4342283,0.4144945,0.4292948,0.4243614,0.41285,0.419428,0.4260059,0.4325838,0.4260059,0.4079166,0.4079166,0.4342283,0.4408062,0.4260059,0.4029831,0.4095611,0.4210724,0.4342283,0.4391617,0.419428,0.419428,0.4556066,0.4342283,0.4227169,0.4243614,0.4391617,0.4309393,0.4408062,0.41285,0.4095611,0.41285,0.3947607
2020-08-20.out.38,1.0,0.3996942,0.4062721,0.4375173,0.419428,0.4079166,0.3881828,0.3832494,0.3947607,0.419428,0.4276504,0.4457397,0.4506731,0.4457397,0.4375173,0.419428,0.4276504,0.4309393,0.4227169,0.4112055,0.4260059,0.4276504,0.4556066,0.4621845,0.4753403,0.4769848,0.4671179,0.4621845,0.4490286,0.4473841,0.4440952,0.4473841,0.4654735,0.457251,0.4588955,0.4539621,0.4539621,0.4506731,0.46054,0.4621845,0.457251,0.4720514,0.463829,0.4457397,0.4210724,0.457251,0.457251,0.4654735,0.4654735,0.4408062,0.4375173,0.4260059,0.4210724,0.4227169,0.4243614,0.4210724,0.4210724,0.4227169,0.4144945,0.419428,0.4112055,0.4177835,0.41285,0.416139,0.4177835
2020-08-20.out.39,1.0,0.4144945,0.4144945,0.4260059,0.4177835,0.4260059,0.4325838,0.4391617,0.4556066,0.463829,0.4539621,0.4704069,0.4424507,0.4736959,0.4490286,0.457251,0.4391617,0.4440952,0.4654735,0.4720514,0.457251,0.4736959,0.4704069,0.4704069,0.4671179,0.4408062,0.4260059,0.4079166,0.3898273,0.3618711,0.3733825,0.3733825,0.3914718,0.3964052,0.4408062,0.4457397,0.4375173,0.4375173,0.4227169,0.4490286,0.4556066,0.4408062,0.416139,0.4095611,0.416139,0.4144945,0.4144945,0.4408062,0.4408062,0.4523176,0.4260059,0.4391617,0.4309393,0.3996942,0.4342283,0.416139,0.4095611,0.4095611,0.41285,0.41285,0.4292948,0.4408062,0.4391617,0.4408062,0.4539621
2020-08-20.out.40,1.0,0.4720514,0.4457397,0.4325838,0.4375173,0.4243614,0.4342283,0.419428,0.4243614,0.4177835,0.4325838,0.4408062,0.4260059,0.4408062,0.4408062,0.4358728,0.4325838,0.4243614,0.4391617,0.4079166,0.3996942,0.4276504,0.4292948,0.4292948,0.4375173,0.4375173,0.4391617,0.4309393,0.4260059,0.419428,0.4029831,0.4440952,0.4276504,0.4440952,0.4260059,0.4227169,0.4227169,0.4227169,0.419428,0.4375173,0.4243614,0.4292948,0.4260059,0.4227169,0.4292948,0.4342283,0.4260059,0.4276504,0.4358728,0.4292948,0.4408062,0.4440952,0.4227169,0.416139,0.419428,0.416139,0.4358728,0.4292948,0.4243614,0.4227169,0.4309393,0.4440952,0.4210724,0.3848938,0.3996942
2020-08-20.out.41,1.0,0.4243614,0.4260059,0.4292948,0.4079166,0.4112055,0.419428,0.4408062,0.4260059,0.4309393,0.4112055,0.4177835,0.4260059,0.416139,0.4276504,0.4227169,0.4243614,0.4342283,0.4260059,0.4095611,0.4177835,0.419428,0.4292948,0.3964052,0.3931162,0.4062721,0.4079166,0.4046276,0.4079166,0.416139,0.4342283,0.419428,0.4227169,0.4177835,0.4375173,0.4260059,0.419428,0.419428,0.419428,0.419428,0.416139,0.4177835,0.4243614,0.4276504,0.4325838,0.4309393,0.4292948,0.4243614,0.419428,0.419428,0.416139,0.4210724,0.4046276,0.3996942,0.4095611,0.4177835,0.3980497,0.41285,0.4029831,0.3996942,0.4079166,0.4062721,0.4079166,0.4062721,0.4112055
2020-08-20.out.42,1.0,0.4177835,0.4079166,0.3996942,0.4095611,0.4292948,0.41285,0.4013387,0.4079166,0.4144945,0.416139,0.41285,0.4013387,0.4095611,0.4095611,0.4029831,0.4112055,0.416139,0.4095611,0.4062721,0.4210724,0.4144945,0.4177835,0.4112055,0.4013387,0.4029831,0.4029831,0.41285,0.4079166,0.3980497,0.4046276,0.4029831,0.4046276,0.4013387,0.4029831,0.4029831,0.3980497,0.4046276,0.3980497,0.3947607,0.4013387,0.3881828,0.3964052,0.4112055,0.3996942,0.3996942,0.3914718,0.3898273,0.3848938,0.3816049,0.3980497,0.3848938,0.3848938,0.3947607,0.3947607,0.3964052,0.3996942,0.3914718,0.3947607,0.3980497,0.3980497,0.3832494,0.3881828,0.3799604,0.3881828
2020-08-20.out.43,1.0,0.3816049,0.3750269,0.3733825,0.3799604,0.3783159,0.3733825,0.3668045,0.3700935,0.368449,0.371738,0.3733825,0.3848938,0.3733825,0.3996942,0.3947607,0.3865383,0.3931162,0.4095611,0.3898273,0.3931162,0.3964052,0.4046276,0.3996942,0.4062721,0.4046276,0.3914718,0.3947607,0.3848938,0.3931162,0.3947607,0.3848938,0.3914718,0.4013387,0.3947607,0.3931162,0.3750269,0.4112055,0.4095611,0.416139,0.4144945,0.4062721,0.4079166,0.3996942,0.3931162,0.3914718,0.4013387,0.4062721,0.3980497,0.3766714,0.371738,0.3848938,0.3750269,0.3783159,0.3700935,0.368449,0.3569376,0.3536487,0.3520042,0.3766714,0.3766714,0.3668045,0.3256925,0.3536487,0.3388483
2020-08-20.out.44,1.0,0.3404928,0.3651601,0.3470708,0.3520042,0.3487152,0.3635156,0.3733825,0.3536487,0.3454263,0.3404928,0.3339149,0.3339149,0.3437818,0.3569376,0.3618711,0.3470708,0.3454263,0.3289815,0.3437818,0.3437818,0.3339149,0.3339149,0.3388483,0.3520042,0.3536487,0.3355594,0.3470708,0.3520042,0.3536487,0.3585821,0.3569376,0.3421373,0.3404928,0.3470708,0.3404928,0.3503597,0.371738,0.368449,0.3536487,0.3602266,0.3454263,0.3487152,0.3569376,0.3437818,0.3388483,0.3618711,0.3536487,0.3339149,0.3454263,0.3668045,0.3618711,0.368449,0.3651601,0.368449,0.3536487,0.3355594,0.3224035,0.3141811,0.320759,0.327337,0.3141811,0.3224035,0.3059587,0.3026697
2020-08-20.out.45,1.0,0.3059587,0.3339149,0.3421373,0.3437818,0.3388483,0.3437818,0.3421373,0.327337,0.3256925,0.3454263,0.320759,0.324048,0.3108922,0.2977363,0.3322704,0.3421373,0.3536487,0.3043142,0.3552932,0.3174701,0.3224035,0.3437818,0.3256925,0.3421373,0.3388483,0.327337,0.3503597,0.3306259,0.3404928,0.3224035,0.3289815,0.3536487,0.3569376,0.3816049,0.3569376,0.3289815,0.3256925,0.324048,0.3108922,0.3108922,0.3174701,0.3355594,0.3092477,0.2960918,0.3092477,0.3289815,0.3158256,0.3355594,0.3289815,0.3256925,0.3618711,0.3421373,0.3569376,0.3404928,0.3256925,0.3322704,0.3816049,0.4325838,0.4473841,0.3898273,0.3799604,0.3865383,0.3339149,0.3372039
2020-08-20.out.46,1.0,0.3404928,0.3322704,0.3289815,0.3256925,0.3816049,0.3602266,0.3700935,0.3964052,0.3585821,0.3865383,0.4013387,0.3865383,0.3799604,0.3964052,0.4112055,0.3914718,0.3898273,0.3635156,0.3585821,0.3306259,0.3569376,0.3437818,0.371738,0.3388483,0.3322704,0.3108922,0.2977363,0.3191146,0.3191146,0.3010253,0.3010253,0.2862249,0.2730691,0.2845804,0.276358,0.276358,0.2878694,0.2944473,0.3125366,0.3026697,0.3010253,0.2878694,0.3043142,0.3191146,0.3191146,0.3388483,0.3108922,0.3076032,0.3010253,0.3010253,0.2632022,0.2730691,0.2812915,0.2928029,0.2977363,0.2993808,0.3174701,0.3224035,0.3306259,0.327337,0.324048,0.320759,0.324048,0.3076032
2020-08-20.out.47,1.0,0.3108922,0.3256925,0.327337,0.3289815,0.3404928,0.3437818,0.3437818,0.3339149,0.3602266,0.3306259,0.3125366,0.3470708,0.3256925,0.320759,0.3108922,0.2960918,0.2928029,0.2697801,0.279647,0.2730691,0.2747136,0.2878694,0.279647,0.3043142,0.3289815,0.3076032,0.3141811,0.2928029,0.2911584,0.2911584,0.2977363,0.324048,0.3372039,0.3256925,0.3372039,0.327337,0.3470708,0.371738,0.371738,0.3470708,0.3865383,0.4095611,0.4292948,0.3766714,0.4358728,0.4112055,0.3947607,0.3602266,0.3651601,0.3503597,0.3585821,0.3503597,0.3569376,0.320759,0.3602266,0.3585821,0.3421373,0.327337,0.3256925,0.3158256,0.3355594,0.3372039,0.3404928,0.324048
2020-08-20.out.48,1.0,0.3108922,0.3174701,0.3125366,0.2878694,0.3256925,0.320759,0.3668045,0.3355594,0.3108922,0.3224035,0.3536487,0.3437818,0.3339149,0.2993808,0.3108922,0.2895139,0.3092477,0.3437818,0.3191146,0.3388483,0.3306259,0.3322704,0.3092477,0.282936,0.3256925,0.3224035,0.3191146,0.3026697,0.2977363,0.2993808,0.2944473,0.3174701,0.2993808,0.3059587,0.2944473,0.2878694,0.2812915,0.3322704,0.3750269,0.3931162,0.3996942,0.3799604,0.3569376,0.3618711,0.3158256,0.3552932,0.3700935,0.3585821,0.4095611,0.3700935,0.3668045,0.3996942,0.3306259,0.3651601,0.320759,0.3224035,0.3191146,0.3141811,0.3256925,0.3076032,0.3191146,0.327337,0.3076032,0.3487152
2020-08-20.out.49,1.0,0.368449,0.3898273,0.3996942,0.3454263,0.3700935,0.3635156,0.3520042,0.3914718,0.3372039,0.3322704,0.327337,0.3125366,0.3256925,0.3191146,0.3256925,0.3092477,0.3174701,0.3256925,0.3108922,0.3010253,0.3191146,0.2944473,0.2928029,0.2895139,0.2714246,0.3010253,0.3043142,0.276358,0.2977363,0.320759,0.3059587,0.3191146,0.3010253,0.3043142,0.3059587,0.2928029,0.3092477,0.3092477,0.3092477,0.3355594,0.3339149,0.3585821,0.327337,0.3404928,0.3322704,0.3552932,0.371738,0.3832494,0.368449,0.3799604,0.3569376,0.419428,0.3914718,0.3865383,0.3536487,0.3651601,0.3536487,0.3750269,0.3668045,0.3536487,0.3487152,0.3454263,0.3092477,0.2730691
2020-08-20.out.50,1.0,0.276358,0.2615577,0.1924895,0.2697801,0.2928029,0.3125366,0.327337,0.2747136,0.2862249,0.2977363,0.3306259,0.324048,0.320759,0.3108922,0.3026697,0.324048,0.3520042,0.3635156,0.3783159,0.3914718,0.3700935,0.3520042,0.3339149,0.3454263,0.3470708,0.3043142,0.2911584,0.3010253,0.3076032,0.3092477,0.2812915,0.3010253,0.3026697,0.3092477,0.282936,0.2336015,0.2566243,0.2862249,0.320759,0.320759,0.320759,0.3339149,0.3306259,0.3256925,0.3487152,0.3306259,0.3470708,0.3256925,0.3339149,0.3339149,0.3470708,0.3668045,0.2632022,0.3059587,0.3256925,0.3503597,0.3783159,0.3437818,0.3108922,0.2188012,0.1678222,0.2138677,0.3322704,0.3421373
2020-08-20.out.51,1.0,0.2270236,0.146444,0.1892005,0.2697801,0.2533353,0.282936,0.2977363,0.238535,0.238535,0.235246,0.2599132,0.2566243,0.2533353,0.2549798,0.282936,0.2960918,0.2878694,0.2977363,0.2895139,0.327337,0.2960918,0.2862249,0.3404928,0.3125366,0.3092477,0.3010253,0.3059587,0.2697801,0.2944473,0.2434684,0.2500463,0.2533353,0.3108922,0.2960918,0.187556,0.1776891,0.2516908,0.2911584,0.3108922,0.3635156,0.3372039,0.3470708,0.3454263,0.3651601,0.3569376,0.3602266,0.3520042,0.3487152,0.3322704,0.3470708,0.3865383,0.3848938,0.4029831,0.3931162,0.3947607,0.4112055,0.3964052,0.3996942,0.3947607,0.3733825,0.3092477,0.3421373,0.3125366,0.2270236
2020-08-20.out.52,1.0,0.1990674,0.190845,0.2138677,0.2582687,0.2895139,0.3404928,0.3372039,0.3585821,0.3372039,0.3372039,0.3174701,0.2862249,0.2566243,0.2895139,0.2878694,0.3191146,0.368449,0.3404928,0.3059587,0.3569376,0.3651601,0.3651601,0.3931162,0.419428,0.3848938,0.3799604,0.3996942,0.4556066,0.3898273,0.3816049,0.3881828,0.4029831,0.4292948,0.3898273,0.3816049,0.3668045,0.3618711,0.3635156,0.3832494,0.3668045,0.3602266,0.3602266,0.3256925,0.2812915,0.3010253,0.3076032,0.2368905,0.2220901,0.3125366,0.3141811,0.3388483,0.3750269,0.371738,0.3520042,0.3520042,0.3536487,0.3569376,0.3470708,0.3733825,0.3964052,0.3487152,0.3618711,0.4046276,0.4424507
2020-08-20.out.53,1.0,0.3947607,0.3931162,0.3668045,0.3651601,0.3454263,0.3388483,0.3404928,0.3437818,0.3289815,0.3322704,0.3224035,0.2944473,0.2993808,0.2960918,0.2928029,0.2911584,0.2977363,0.3076032,0.2911584,0.2911584,0.3092477,0.3043142,0.3026697,0.3158256,0.2993808,0.282936,0.2549798,0.2632022,0.2780025,0.2911584,0.2977363,0.238535,0.2286681,0.2368905,0.2697801,0.2960918,0.3224035,0.3470708,0.327337,0.3520042,0.3700935,0.3733825,0.371738,0.4013387,0.3733825,0.3832494,0.4309393,0.3996942,0.3848938,0.3832494,0.3964052,0.3996942,0.4292948,0.4325838,0.3980497,0.3783159,0.3733825,0.368449,0.3700935,0.3388483,0.279647,0.2697801,0.3569376,0.3750269
2020-08-20.out.54,1.0,0.3635156,0.2566243,0.1628888,0.0823092,0.0115965,0.0855981,0.1612443,0.2615577,0.3125366,0.2681356,0.2681356,0.2878694,0.3421373,0.2434684,0.2368905,0.238535,0.2368905,0.2286681,0.2171567,0.1941339,0.2270236,0.2730691,0.2730691,0.2138677,0.2681356,0.3191146,0.3947607,0.3914718,0.4210724,0.4079166,0.4062721,0.4079166,0.419428,0.3108922,0.3421373,0.3306259,0.3388483,0.3421373,0.327337,0.3470708,0.3355594,0.3010253,0.2911584,0.3076032,0.3191146,0.3388483,0.3289815,0.3256925,0.2960918,0.3289815,0.2960918,0.3306259,0.3487152,0.3355594,0.3470708,0.3404928,0.3602266,0.3602266,0.3881828,0.3980497,0.4473841,0.4046276,0.4276504,0.4523176
2020-08-20.out.55,1.0,0.416139,0.4029831,0.3931162,0.3783159,0.3931162,0.3816049,0.3536487,0.3635156,0.3700935,0.3881828,0.4062721,0.4375173,0.4210724,0.3931162,0.3848938,0.4342283,0.419428,0.4309393,0.3832494,0.4013387,0.4144945,0.4523176,0.4309393,0.4358728,0.4292948,0.419428,0.4062721,0.4029831,0.3964052,0.3635156,0.3372039,0.3668045,0.3602266,0.3668045,0.3569376,0.3733825,0.3585821,0.3766714,0.3602266,0.3635156,0.3602266,0.3766714,0.3947607,0.4079166,0.3635156,0.3914718,0.3569376,0.3487152,0.3306259,0.3339149,0.3520042,0.3832494,0.3848938,0.4046276,0.4079166,0.3914718,0.4079166,0.3832494,0.3816049,0.3964052,0.3914718,0.41285,0.4046276,0.4440952
2020-08-20.out.56,1.0,0.3964052,0.4523176,0.4309393,0.4095611,0.4260059,0.4358728,0.4062721,0.3996942,0.3881828,0.3750269,0.3832494,0.3635156,0.3816049,0.3635156,0.368449,0.3618711,0.371738,0.3618711,0.3733825,0.3602266,0.371738,0.3602266,0.3750269,0.3536487,0.3700935,0.3651601,0.3635156,0.368449,0.3898273,0.3668045,0.3914718,0.3635156,0.3783159,0.368449,0.3750269,0.3651601,0.3865383,0.3733825,0.3799604,0.3585821,0.3750269,0.3947607,0.3783159,0.3914718,0.3750269,0.3848938,0.3931162,0.3996942,0.3799604,0.3487152,0.3750269,0.3733825,0.3799604,0.368449,0.3602266,0.3700935,0.3750269,0.368449,0.368449,0.371738,0.3799604,0.368449,0.3700935,0.3865383
2020-08-20.out.57,1.0,0.4112055,0.419428,0.4112055,0.3914718,0.3783159,0.3700935,0.3635156,0.3158256,0.3437818,0.3487152,0.3898273,0.371738,0.3799604,0.3733825,0.3947607,0.3947607,0.3964052,0.3766714,0.3881828,0.3980497,0.4095611,0.3964052,0.4112055,0.4112055,0.3964052,0.3898273,0.3700935,0.3865383,0.3750269,0.3700935,0.368449,0.3700935,0.368449,0.368449,0.3700935,0.3750269,0.3733825,0.3766714,0.3996942,0.3964052,0.3931162,0.4013387,0.4079166,0.4473841,0.4227169,0.4029831,0.4276504,0.3848938,0.416139,0.4029831,0.4227169,0.3881828,0.416139,0.3947607,0.3816049,0.4062721,0.3931162,0.3931162,0.3881828,0.4095611,0.4325838,0.4013387,0.3898273,0.3914718
2020-08-20.out.58,1.0,0.3964052,0.3832494,0.3980497,0.4079166,0.4079166,0.3783159,0.3947607,0.4095611,0.4062721,0.3881828,0.4079166,0.3947607,0.3964052,0.3898273,0.3750269,0.3783159,0.4144945,0.3931162,0.3783159,0.3700935,0.416139,0.4062721,0.3799604,0.3964052,0.368449,0.3931162,0.3700935,0.3914718,0.3914718,0.3947607,0.3865383,0.3881828,0.3914718,0.3898273,0.3668045,0.3799604,0.3783159,0.3750269,0.371738,0.3947607,0.3881828,0.3750269,0.371738,0.3816049,0.3832494,0.3750269,0.3766714,0.3635156,0.3914718,0.3816049,0.3783159,0.3898273,0.4046276,0.4046276,0.3898273,0.3750269,0.3931162,0.3816049,0.3750269,0.371738,0.3816049,0.3931162,0.3914718,0.3881828
2020-08-20.out.59,1.0,0.4095611,0.3980497,0.4029831,0.3996942,0.4227169,0.4276504,0.41285,0.4079166,0.4177835,0.4062721,0.3964052,0.3914718,0.3881828,0.3931162,0.3898273,0.3881828,0.4029831,0.3996942,0.3947607,0.3914718,0.4079166,0.4177835,0.3964052,0.3881828,0.3848938,0.4144945,0.3914718,0.3832494,0.3931162,0.3816049,0.3914718,0.3881828,0.3980497,0.3881828,0.3964052,0.4013387,0.3898273,0.3980497,0.3898273,0.4177835,0.4062721,0.41285,0.4210724,0.416139,0.4095611,0.3964052,0.4309393,0.4144945,0.4062721,0.3996942,0.4079166,0.4062721,0.3980497,0.3881828,0.4227169,0.4013387,0.4095611,0.3881828,0.4029831,0.3964052,0.3996942,0.3848938,0.3931162,0.3914718
2020-08-20.out.60,1.0,0.3750269,0.3898273,0.3996942,0.4062721,0.3996942,0.3996942,0.4046276,0.4112055,0.4046276,0.4144945,0.4046276,0.4095611,0.3931162,0.3914718,0.3865383,0.3832494,0.3996942,0.3931162,0.3931162,0.3832494,0.3865383,0.3931162,0.3783159,0.3832494,0.3848938,0.3832494,0.3898273,0.3816049,0.3964052,0.3832494,0.3733825,0.3766714,0.3766714,0.3799604,0.3980497,0.3766714,0.3914718,0.3700935,0.3881828,0.3832494,0.3783159,0.3865383,0.3766714,0.3766714,0.3799604,0.3881828,0.3947607,0.3881828,0.3881828,0.4013387,0.3996942,0.3848938,0.4029831,0.3947607,0.3947607,0.41285,0.4013387,0.4292948,0.41285,0.4325838,0.3996942,0.4013387,0.41285,0.4062721
2020-08-20.out.61,1.0,0.4227169,0.4095611,0.3980497,0.3881828,0.4013387,0.4013387,0.3947607,0.3931162,0.4046276,0.4013387,0.4013387,0.3865383,0.4144945,0.3980497,0.41285,0.4029831,0.3898273,0.3964052,0.4095611,0.41285,0.4079166,0.4046276,0.4243614,0.4046276,0.4177835,0.4029831,0.4177835,0.4046276,0.4342283,0.4079166,0.4029831,0.416139,0.4243614,0.4079166,0.4210724,0.4144945,0.4046276,0.416139,0.4029831,0.4046276,0.3996942,0.3947607,0.4177835,0.4013387,0.4013387,0.3980497,0.4062721,0.3914718,0.3914718,0.3931162,0.4144945,0.3964052,0.4079166,0.4112055,0.419428,0.4276504,0.4342283,0.4243614,0.41285,0.4013387,0.4029831,0.3865383,0.3848938,0.3996942
2020-08-20.out.62,1.0,0.4029831,0.3865383,0.4227169,0.4029831,0.3996942,0.3881828,0.4243614,0.3964052,0.3964052,0.4046276,0.4046276,0.4144945,0.4309393,0.4112055,0.416139,0.41285,0.41285,0.416139,0.4177835,0.4112055,0.4062721,0.4243614,0.4112055,0.4177835,0.4062721,0.416139,0.419428,0.4243614,0.4210724,0.4095611,0.4029831,0.4112055,0.4095611,0.416139,0.4144945,0.419428,0.4095611,0.4095611,0.4062721,0.4013387,0.4095611,0.3832494,0.3898273,0.3848938,0.3914718,0.3947607,0.3964052,0.3947607,0.3964052,0.41285,0.4079166,0.416139,0.4243614,0.4177835,0.4177835,0.4112055,0.4079166,0.4227169,0.419428,0.4457397,0.4292948,0.4358728,0.4309393,0.4210724
2020-08-20.out.63,1.0,0.4144945,0.4095611,0.4062721,0.4013387,0.3898273,0.4013387,0.4029831,0.4144945,0.4144945,0.4227169,0.416139,0.4210724,0.4112055,0.4013387,0.3980497,0.416139,0.3980497,0.3980497,0.4112055,0.4013387,0.4243614,0.4539621,0.4309393,0.4408062,0.4408062,0.4243614,0.4457397,0.4588955,0.4408062,0.457251,0.457251,0.4753403,0.4260059,0.4210724,0.4260059,0.419428,0.4309393,0.4177835,0.4062721,0.41285,0.4177835,0.419428,0.4095611,0.41285,0.416139,0.4095611,0.4177835,0.4112055,0.4112055,0.4144945,0.4243614,0.4325838,0.4227169,0.4112055,0.41285,0.4112055,0.4177835,0.4243614,0.4227169,0.4325838,0.4210724,0.4095611,0.4046276,0.4013387
2020-08-20.out.64,1.0,0.4046276,0.4029831,0.4144945,0.41285,0.4095611,0.416139,0.4029831,0.4079166,0.4079166,0.4210724,0.4144945,0.4079166,0.4079166,0.416139,0.4079166,0.4029831,0.4227169,0.41285,0.4046276,0.4112055,0.4260059,0.4095611,0.41285,0.4408062,0.4309393,0.4375173,0.4260059,0.4408062,0.4243614,0.4523176,0.46054,0.4490286,0.4424507,0.4375173,0.4260059,0.4292948,0.4539621,0.4654735,0.46054,0.4736959,0.4786293,0.4704069,0.4753403,0.4704069,0.4835628,0.4917852,0.4950741,0.4967186,0.4934296,0.4934296,0.4786293,0.46054,0.46054,0.4457397,0.4342283,0.4473841,0.4506731,0.4654735,0.4621845,0.46054,0.46054,0.4490286,0.4654735,0.4391617
2020-08-20.out.65,1.0,0.457251,0.4654735,0.4687624,0.4440952,0.4556066,0.4408062,0.4490286,0.4671179,0.463829,0.4720514,0.463829,0.463829,0.4556066,0.4523176,0.4506731,0.457251,0.4490286,0.4539621,0.463829,0.4506731,0.4621845,0.46054,0.463829,0.457251,0.46054,0.4671179,0.4753403,0.463829,0.4819183,0.5000076,0.50823,0.4835628,0.4934296,0.4868517,0.457251,0.4506731,0.4621845,0.4654735,0.4687624,0.4654735,0.4671179,0.4654735,0.4868517,0.5016521,0.4852072,0.4852072,0.4819183,0.4654735,0.4704069,0.4621845,0.4621845,0.457251,0.4506731,0.4424507,0.4440952,0.4671179,0.4457397,0.4506731,0.4506731,0.4539621,0.4539621,0.4440952,0.4556066,0.4440952
2020-08-20.out.66,1.0,0.457251,0.4408062,0.4588955,0.4440952,0.4523176,0.4342283,0.4325838,0.4375173,0.4325838,0.4375173,0.4391617,0.4424507,0.4408062,0.4457397,0.4588955,0.4457397,0.4473841,0.4621845,0.4457397,0.4440952,0.4556066,0.4539621,0.4588955,0.457251,0.463829,0.4671179,0.4654735,0.4687624,0.4852072,0.4654735,0.4391617,0.457251,0.4408062,0.4490286,0.4539621,0.4621845,0.457251,0.4704069,0.4852072,0.463829,0.4621845,0.4588955,0.4556066,0.4457397,0.4506731,0.4440952,0.419428,0.4243614,0.4375173,0.46054,0.4835628,0.4819183,0.4473841,0.4473841,0.4490286,0.4588955,0.4654735,0.4588955,0.5000076,0.4753403,0.4852072,0.4802738,0.46054,0.4506731
2020-08-20.out.67,1.0,0.46054,0.4391617,0.4408062,0.4408062,0.4457397,0.4424507,0.4424507,0.4391617,0.4424507,0.4539621,0.4473841,0.4473841,0.4506731,0.4506731,0.4539621,0.4588955,0.4736959,0.4720514,0.5000076,0.4769848,0.5115189,0.50823,0.5427641,0.5148079,0.5131634,0.5279638,0.5131634,0.5230303,0.50823,0.5131634,0.50823,0.5098745,0.5148079,0.5197414,0.5164524,0.5131634,0.504941,0.4852072,0.4901407,0.4917852,0.4819183,0.4802738,0.4884962,0.4868517,0.50823,0.4835628,0.4539621,0.4654735,0.4671179,0.4736959,0.4835628,0.4884962,0.4852072,0.4884962,0.5000076,0.4901407,0.4835628,0.4868517,0.4819183,0.4671179,0.4654735,0.4671179,0.46054,0.4736959
2020-08-20.out.68,1.0,0.4819183,0.5098745,0.5263193,0.5246748,0.5180969,0.5098745,0.5065855,0.504941,0.4901407,0.4753403,0.4901407,0.4884962,0.4901407,0.4934296,0.4934296,0.5098745,0.5164524,0.5098745,0.5197414,0.5213858,0.5312527,0.5246748,0.4967186,0.5065855,0.5000076,0.4704069,0.4802738,0.4802738,0.4884962,0.4884962,0.4819183,0.4917852,0.4917852,0.4901407,0.4835628,0.4819183,0.4753403,0.4720514,0.4736959,0.463829,0.4736959,0.46054,0.4621845,0.4884962,0.4967186,0.4950741,0.5115189,0.4967186,0.4950741,0.4819183,0.4802738,0.4556066,0.4769848,0.5065855,0.4901407,0.4802738,0.4671179,0.4753403,0.4671179,0.4786293,0.4753403,0.4654735,0.4654735,0.457251
